#{"t_start": 1714242541.319743, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-227.5,1201,3.151963,0,1
-154.0,1201,7.322962,0,1
-97.5,1201,10.44097,0,1
2.5,1201,14.59452,1,1
110.5,1201,17.715522,2,1
295.5,1201,21.858531,5,1
350.5,1201,25.986655,9,1
868.0,2378,36.493944,22,1
514.5,1201,39.617974,17,1
566.0,1201,43.770384,19,1
582.5,1201,47.903454,19,1
675.5,1201,51.028524,24,1
711.0,1201,55.181614,26,1
768.5,1201,58.299614,29,1
781.5,1201,62.431094,29,1
790.0,1201,65.557156,30,1
3183.5,5047,106.266005,111,1
3423.5,4991,145.252249,130,1
25392.0,30546,1435.669561,908,9
21697.5,22002,2113.588111,875,13
8523.5,8647,2223.759495,433,3
20413.0,20450,2810.454079,1000,6
20883.0,21017,3435.227449,983,8
12347.5,12462,3662.573377,598,2
18179.0,18304,4141.410828,908,9
15481.5,15602,4492.2398,760,11
13586.0,13696,4764.890877,764,4
9948.5,10063,4915.206469,547,5
19162.0,19174,5441.234279,1000,8
15993.5,16096,5815.105814,837,2
8956.0,9060,5937.638238,528,3
19046.5,19149,6462.603707,991,16
16321.5,16424,6850.845076,880,7
13564.0,13665,7121.636496,798,12
14464.0,14565,7430.389814,826,10
12485.0,12586,7661.629424,727,3
9372.0,9473,7794.958093,529,2
17770.0,17871,8251.545474,963,7
13590.0,13691,8524.280433,788,4
12316.0,12417,8749.283017,702,8
13042.0,13144,9000.31365,711,2
9511.0,9612,9138.325133,581,4
9418.0,9519,9274.073765,570,2
9822.0,9923,9419.635056,585,2
17506.0,17607,9865.536759,965,4
8611.0,8712,9979.467803,495,6
11694.0,11795,10184.103169,600,4
14040.0,14141,10474.288661,713,25
6864.0,6965,10548.551483,418,2
8829.0,8930,10668.642347,478,2
10445.0,10546,10832.921058,624,4
18058.0,18059,11300.034318,1000,12
15446.0,15547,11648.724227,850,10
13466.0,13567,11916.684428,766,4
16143.0,16244,12295.993291,909,7
10111.0,10212,12449.054981,589,1
16077.0,16178,12823.393628,914,10
9584.0,9685,12960.722003,544,5
16982.0,17083,13374.397525,944,9
12559.0,12660,13609.968097,704,9
16212.0,16213,13985.230015,1000,5
12910.0,13011,14229.665391,747,19
14441.0,14542,14533.465487,890,6
12824.0,12925,14775.541123,735,2
15364.0,15465,15118.418293,849,9
10101.0,10202,15271.402546,562,2
13480.0,13581,15537.59026,772,3
16814.0,16815,15956.50188,1000,6
8438.0,8539,16076.010101,538,1
10701.0,10802,16263.906003,645,5
11339.0,11440,16475.17863,675,5
10555.0,10656,16656.331497,597,4
15233.0,15334,17021.789755,814,13
16189.0,16290,17429.206357,929,9
13299.0,13400,17710.630018,794,7
13241.0,13342,17991.854515,766,5
16430.0,16531,18415.192803,946,7
10098.0,10199,18582.49991,641,4
17606.0,17607,19059.924656,1000,19
7008.0,7109,19145.663042,432,2
14037.0,14138,19458.450941,844,9
15234.0,15335,19811.99294,907,19
13397.0,13498,20072.273147,825,32
15263.0,15264,20400.054776,1000,13
13550.0,13651,20664.648214,871,20
14398.0,14399,20957.672849,1000,11
11986.0,12087,21166.893789,777,17
