#{"t_start": 1713964617.4858155, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1147.347015,1201,4.036594,0,1
-1129.797003,1201,8.257603,0,1
-1125.158403,1201,11.390739,0,1
-1082.490806,1201,15.525867,0,1
-1317.722738,1201,18.659961,0,1
-364.238484,1201,22.798392,1,1
-991.101569,1201,26.952432,0,1
-452.004604,1201,30.070487,1,1
-580.999156,1201,34.209595,2,1
-290.610184,1201,37.324164,2,1
151.811086,1201,41.455728,5,1
91.020932,1201,45.56231,5,1
524.783342,1201,48.684369,9,1
596.176083,1201,52.808439,11,1
463.27822,1201,55.930001,10,1
1492.413057,2332,66.151741,25,1
872.491687,1201,70.286946,17,1
890.882067,1201,74.425034,17,1
993.668061,1201,77.554139,23,1
985.022408,1201,81.682379,23,1
993.558436,1201,84.803498,22,1
1054.810065,1201,88.95265,24,1
1059.723503,1201,93.121205,28,1
1014.490552,1201,96.249268,26,1
1066.011614,1201,100.392334,27,1
1030.647394,1201,103.514847,29,1
1079.846212,1201,107.641854,27,1
1048.53354,1201,110.760905,28,1
1074.236546,1201,114.893445,29,1
1026.303086,1201,119.047516,29,1
1048.560143,1201,122.161324,30,1
1065.121054,1201,126.307324,31,1
1061.472639,1201,129.432333,30,1
1849.25829,2402,141.142919,46,1
2008.021085,2329,151.312583,52,1
2776.280119,3483,171.150948,69,1
21622.008829,23959,965.489609,554,1
20847.839833,21910,1631.393588,846,10
11406.209963,11013,1805.390316,542,1
12892.506786,14332,2095.702622,728,6
14526.220647,15910,2451.947776,835,10
13536.406407,14391,2744.080569,801,3
11137.687268,10591,2906.150128,686,7
15263.133355,15584,3248.184916,970,5
13503.39406,14224,3533.927298,902,15
8573.495747,10122,3681.989418,618,6
15724.724903,14832,3992.139935,1000,10
9276.093033,10427,4149.14674,704,5
7267.754922,6881,4219.936934,528,3
9842.698848,9287,4346.041183,696,12
13609.761557,13009,4586.133983,967,16
11754.650882,13117,4830.833764,877,9
7219.181542,6829,4900.739874,531,5
9324.66554,10796,5068.312291,767,12
7881.385528,7554,5153.386297,581,10
9001.957212,9790,5292.530207,698,8
13881.168912,12920,5529.545334,1000,14
13902.939505,13191,5775.9908,1000,29
11218.134122,10501,5935.965911,857,18
10890.72488,10181,6085.791164,848,11
5606.61508,5257,6128.287082,489,3
6967.937351,8150,6226.352984,672,12
6180.283198,5768,6277.724087,552,12
6994.736456,6510,6341.729908,623,12
5274.583969,5109,6383.560389,479,9
9479.523843,8803,6496.857995,816,12
4405.439665,4580,6530.185259,391,8
6697.716966,6225,6589.096548,611,8
8115.737726,7538,6674.036692,715,10
6096.553694,5682,6724.186446,553,5
6034.995226,5617,6772.122336,555,13
5384.695214,5022,6812.265918,500,5
6649.40424,6265,6871.86643,622,9
