#{"t_start": 1713325500.1348062, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
506.150414,1843,1.632013,32,23
380.350022,268,3.251734,17,1
-1193.424895,1201,4.503736,3,6
210.38086,918,6.552264,17,9
552.088583,420,7.285264,44,1
-165.037851,293,7.934776,0,0
-703.691481,1100,9.064777,42,13
534.448022,1989,11.769777,115,5
40.147115,107,12.295779,15,1
-677.905603,2829,16.500843,179,6
2115.066727,3106,19.878896,183,10
-13.500611,78,20.391894,7,0
342.345188,309,22.025895,17,1
2204.093583,2106,24.780897,188,8
203.321845,212,25.384894,19,1
250.402417,209,25.975893,32,2
1938.663793,1557,28.369949,265,11
-40.635494,61,28.88795,3,0
1080.269098,719,29.789986,117,5
-39.925571,63,30.291989,3,0
1381.249482,864,31.287987,187,7
1970.087649,1194,33.501516,225,8
2053.108089,1194,35.699517,282,14
102.602837,149,36.279517,15,0
519.502877,395,36.992515,66,0
2011.943972,1187,38.181515,286,10
1871.865322,1043,40.280515,220,12
114.944684,189,40.873515,15,0
10.868505,97,41.484216,6,0
1828.139923,1036,43.547836,261,10
75.429663,162,44.127842,6,1
2071.647445,1266,45.370888,255,6
2544.343191,1623,47.818038,269,12
3875.314948,2507,50.862181,372,20
1963.000101,1212,53.053288,259,10
153.49707,184,53.629326,17,1
2109.361131,1250,55.873356,216,8
1957.513825,1256,57.111356,259,7
2044.533463,1192,59.301356,255,9
1344.798445,760,60.227359,205,11
863.981834,598,61.053359,97,4
1251.337193,799,62.987358,169,6
1135.946064,695,63.868369,175,5
1329.318638,854,65.867388,150,5
1371.784218,900,66.892942,105,4
515.324821,427,67.614947,45,0
2268.873251,1360,69.957538,285,12
1661.048757,1248,71.18955,214,7
2363.817805,1397,73.52923,303,16
1921.390025,1135,75.67723,254,12
3732.342148,2068,78.421787,434,24
1528.801282,911,79.45535,224,8
2132.16297,1220,81.724923,281,12
3019.156478,1556,84.143932,409,20
2118.80227,1190,85.372929,325,14
625.003551,449,86.105941,74,2
-25.520564,67,86.609463,5,0
2189.773148,1228,88.904462,312,13
2482.228162,1432,91.318462,316,16
2008.981039,1176,92.517462,301,15
3274.208789,1836,95.215103,416,22
716.375961,514,95.988115,77,3
278.809376,258,97.58315,26,1
6.303954,156,98.169147,6,1
704.467969,513,98.943161,70,2
1056.898814,675,99.814677,145,5
3754.506658,1993,102.522236,464,28
951.68602,668,103.387233,82,2
4273.391159,2452,107.430752,508,30
2235.347069,1254,108.656751,289,11
4560.263146,2406,111.602319,523,31
2207.136433,1236,113.84485,309,15
2226.741663,1267,116.091881,323,10
3274.973346,1736,118.615438,457,26
-211.513813,172,119.251973,0,1
4044.324975,2171,122.052505,496,27
2248.070949,1253,123.274505,345,12
3394.736983,2002,125.987939,417,24
4292.881902,2230,128.802968,503,24
3229.651185,1757,131.369221,444,24
3307.010151,1770,133.945251,377,21
5259.441646,2588,137.004246,584,42
4156.329907,2258,139.853249,490,29
3401.694147,1911,142.493259,480,21
4301.105364,2301,145.364825,563,32
3421.007833,1725,147.862428,461,26
-20.927936,70,148.360428,5,0
2959.724782,1650,150.843958,456,20
3722.904112,2119,153.630472,421,25
4495.860369,2336,156.520474,530,32
5921.932255,3176,160.975625,669,39
3036.5551,1629,163.459819,385,24
2922.264623,1737,166.012876,336,18
43.126563,113,166.558393,11,0
5333.176986,2244,169.418001,535,33
4029.239493,2129,172.203004,509,37
3462.516203,1851,174.814003,445,28
4586.818095,2581,177.88621,490,31
5451.344584,2789,181.078325,601,38
4931.474915,2799,185.316439,522,37
5076.896036,2824,188.552812,560,37
4739.697843,2408,191.50213,543,36
4655.530809,2397,194.440128,584,35
-35.181523,64,194.927131,3,0
3668.859757,1934,197.573036,482,27
3663.918641,1907,200.191032,495,24
3733.586858,2388,203.135911,475,28
3314.016774,1745,205.647992,422,21
279.015501,313,206.299898,15,0
4076.880582,2294,210.213907,508,24
6131.383808,3404,213.903906,628,38
5375.349616,3018,218.293908,552,32
2786.725638,1602,219.735915,376,13
1881.50721,1101,221.894928,251,6
2589.551558,3517,226.52697,519,33
4271.069227,2350,229.44297,515,27
3021.98792,1686,231.924981,414,19
2821.165388,1555,233.326117,398,15
4872.203773,2586,237.368165,622,32
2528.426229,1474,238.735681,328,13
2159.999262,1323,241.04568,234,8
4854.586623,2725,244.182694,528,28
4885.527414,2580,248.278232,557,34
3498.572183,2523,251.298459,471,24
3063.632692,1758,253.8335,374,19
5866.637094,3642,258.511499,580,41
3894.151238,2100,261.266099,473,26
1902.205871,1100,262.415154,292,13
2492.649721,1431,264.770682,352,12
3490.299701,2038,267.501248,440,21
2988.165038,1648,270.009858,421,19
2847.771938,1599,271.470867,376,17
2483.671191,1387,273.831917,384,13
4250.615875,2229,276.682871,485,35
4439.217077,2254,279.53585,534,34
2833.779363,1540,281.974436,378,22
-15.925115,76,282.483436,4,0
1357.980078,797,283.438434,229,10
3142.253899,1726,285.95797,482,18
4032.43605,2061,288.702971,531,32
0.365198,392,289.408968,4,0
4439.482077,2261,293.262995,522,33
3795.887412,1982,295.952064,520,28
4750.296555,2488,298.963182,607,35
3049.342353,1648,301.427183,435,25
42.00536,112,301.979182,12,0
2612.965348,1386,303.281181,388,13
3710.456531,1990,305.987198,502,25
2730.583514,1493,308.413248,364,17
3065.766642,1608,310.876383,455,18
4166.701875,2227,313.740522,568,32
-21.727014,73,314.242523,4,0
1487.405948,847,315.214523,248,9
4355.604163,2347,318.16557,576,33
4817.817758,2464,322.137571,585,36
73.113673,145,322.680571,4,0
3534.776022,1842,325.276585,525,28
3081.393265,1632,326.742626,488,23
4596.427924,2288,330.6455,566,37
3727.797088,1985,333.335629,555,30
4403.568849,2216,336.223708,593,32
3122.435153,1554,337.647767,473,23
2109.036606,1134,339.796534,303,11
2571.394498,1429,342.142588,431,14
4321.308257,2201,344.964441,494,38
2559.162381,1408,346.300714,421,15
5170.793265,2766,350.47479,647,42
1193.407146,713,351.374311,203,4
2832.50242,1466,353.753311,443,13
3084.93473,1662,356.231312,458,19
2334.126537,1278,357.494326,369,15
2413.035067,1291,359.771836,361,15
2272.075326,1268,361.017834,388,11
2369.171522,1263,363.301946,373,14
4272.282796,2171,366.111032,574,35
-132.946537,242,366.719547,2,0
3137.819216,1587,369.163585,459,22
4.36807,91,369.674585,8,0
3467.086347,1728,372.215626,490,31
3621.578281,1950,374.880802,523,27
1377.517036,806,375.930552,234,6
1592.968055,921,377.986607,261,8
4535.739808,2362,380.899144,584,33
2983.727672,1610,383.367662,493,18
3200.307214,1741,385.92903,501,28
3409.872776,1724,387.465031,480,27
1693.119411,837,389.437032,246,4
1783.837023,1001,390.51803,303,9
1340.342768,779,392.472329,205,8
4910.131563,2404,395.405376,630,36
3319.371269,1757,397.94389,535,29
2903.430148,1567,399.362888,434,22
3402.891378,1739,401.919899,494,22
2031.972896,1098,404.07246,342,15
488.862375,367,404.760048,68,1
669.826952,461,405.493048,109,1
834.651749,547,406.283061,130,3
2567.226467,1373,408.632091,401,15
3802.043087,1918,411.305152,521,30
3374.537488,1805,413.892383,449,21
4108.041244,2005,416.595478,547,30
1192.358086,715,417.497478,194,6
3465.099975,1857,420.073718,453,26
962.46544,584,420.89124,142,4
3698.746684,1919,423.55224,548,30
905.969612,578,425.374241,147,3
1577.739984,881,426.373241,245,10
1206.391407,729,427.281254,204,4
3870.100991,2013,430.005599,530,30
2112.500339,1134,432.196661,329,14
3273.231064,1695,434.698737,511,27
641.354455,442,435.428737,118,3
4426.159708,2212,438.21025,546,33
