#{"t_start": 1718635602.7033033, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-172.423781,292,0.776254,0,1
-2535.038597,1201,3.932255,5,12
-629.874559,713,6.495255,0,11
-284.39796,139,7.072253,0,1
285.533571,1131,9.936253,9,16
-173.06248,297,10.692255,8,1
-320.881604,604,13.051256,2,8
110.660999,389,13.949253,1,4
-48.592496,147,14.535254,13,0
-57.180838,310,15.307253,25,3
-131.209626,185,15.923255,3,0
-69.764112,118,16.458253,8,0
-100.41094,203,17.089253,6,1
-274.730132,152,17.689254,0,1
200.10713,393,19.571254,3,4
-121.164462,106,20.108253,1,0
-322.077911,205,20.743563,0,2
121.581419,313,21.510563,58,3
543.456931,1171,24.545562,6,24
-138.516609,67,25.057564,0,0
-142.772518,69,26.542561,0,0
-209.486128,155,27.145561,0,2
19.050552,275,27.867561,25,2
-228.608618,115,28.436562,0,0
-36.851787,148,29.010562,10,2
-49.497455,155,29.595561,13,2
-39.733422,152,30.177561,8,0
2474.811989,973,32.510563,18,19
-59.146658,143,34.075561,7,0
3683.801107,1201,37.234564,2,20
-56.619888,192,37.972562,17,1
-64.946557,107,38.524562,3,0
346.843359,236,39.205562,1,1
-106.197195,106,39.752564,1,0
-212.338358,128,41.221562,0,2
-198.391819,154,41.879564,1,1
520.822569,611,43.221562,1,11
-62.460522,170,43.82356,8,0
-164.773472,124,44.38256,0,0
1887.27047,578,45.671561,0,14
-126.122449,62,46.173562,0,0
-148.082694,69,46.694564,0,0
-140.884818,115,47.24656,0,0
-42.032941,155,47.842561,17,0
-174.553488,392,49.794561,19,3
-101.73456,227,50.46556,6,2
-186.566513,107,51.003561,0,0
-128.336957,202,51.636562,10,0
-150.16071,75,52.156562,0,0
-99.486349,99,52.692563,1,0
-13.435067,201,53.329561,7,1
-63.63377,156,53.926561,2,0
-34.602779,175,54.530563,5,0
-115.0291,111,55.072561,0,1
685.007764,782,57.845561,2,16
-139.974443,190,58.491563,0,0
-310.655187,147,59.140562,0,0
-166.298013,104,59.689561,0,0
-181.864505,203,60.336565,1,1
102.306766,176,60.950561,1,0
-109.120729,133,61.522561,0,0
-42.273673,134,62.097565,8,0
3198.34984,1201,66.269562,0,29
-212.162815,140,66.855561,0,2
-160.398989,228,67.539564,0,2
1860.146641,846,69.493561,7,17
0.843346,122,70.045561,1,1
-165.344898,88,71.504561,0,1
-268.561526,122,72.132561,0,0
-118.341769,68,72.634564,0,0
-141.403223,106,73.175563,1,0
-252.430752,110,73.776561,0,1
-165.361714,106,74.325561,0,1
-53.409264,142,74.894561,13,0
-53.837648,130,75.463561,4,0
-257.66236,146,76.114563,0,1
-129.113602,209,76.834561,1,1
-104.890373,118,77.391563,0,0
-27.483715,179,78.009562,8,1
-124.99106,56,78.512561,0,0
-221.067815,132,79.095561,0,1
-214.843993,128,79.654563,0,1
246.604228,201,80.308562,3,0
-227.221562,105,81.874561,0,1
-315.41656,355,82.830561,7,1
-66.268449,222,83.515565,1,3
-275.117679,196,84.222561,0,1
-263.533287,128,84.856563,0,0
-121.972579,128,85.419563,2,0
-242.367239,151,86.040561,0,1
-111.961177,50,86.539562,0,0
-101.835068,118,87.098561,0,0
-223.756995,113,87.671563,0,2
-225.554692,130,88.256561,0,0
216.382206,445,90.238561,1,10
-59.053435,113,90.793561,11,0
9525.165853,1180,93.917561,2,15
47.482955,306,94.715565,2,3
-114.045825,107,95.251563,0,0
-120.805891,144,95.822562,1,1
-23.05642,145,97.352564,10,1
-41.578314,129,97.933562,11,0
-278.927568,255,98.691561,0,3
-52.32389,138,99.244562,10,1
-153.601665,85,99.779562,0,1
-63.918557,111,100.317561,4,0
-143.639159,109,100.857561,0,1
-184.071345,108,101.398563,0,1
-135.263539,237,102.103561,17,0
-181.628997,228,102.792563,0,1
-66.193728,100,103.321563,3,1
-153.08641,111,103.861561,1,0
-206.81293,118,104.445562,0,1
-12.381655,171,105.042561,20,2
-146.881325,68,105.558561,0,0
-61.753349,243,107.297562,18,2
-119.51484,110,107.847561,1,1
-117.554121,54,108.34556,0,0
-35.424839,151,108.930561,7,0
-8.902961,141,109.500563,8,1
-100.419527,96,110.030564,0,0
-201.109609,115,110.58656,0,1
-28.910158,180,111.198561,7,0
-189.181317,138,111.774563,0,1
-240.200805,117,112.352561,0,1
-183.959905,91,112.905561,0,0
-143.600762,134,113.473563,3,0
-112.684249,83,113.997562,0,0
-153.528299,80,114.526561,0,0
-115.471379,63,115.031563,0,0
-271.532642,246,115.775561,0,0
-47.570573,130,117.308562,9,1
-62.512177,126,117.874561,12,1
-113.411514,56,118.363562,0,0
-124.196249,76,118.870561,0,0
-136.688501,72,119.382563,0,0
-64.482031,124,119.930563,5,0
24.619046,194,120.545561,12,1
-175.873168,99,121.092561,0,1
-176.246866,131,121.666561,0,0
-129.9517,144,122.246561,4,1
-28.301307,162,122.849561,9,0
-53.076177,83,123.371563,6,0
-227.229791,148,124.000561,0,0
-84.147994,134,124.559561,5,1
-112.911398,53,125.061561,0,0
-209.848823,155,125.711561,0,0
-74.298438,86,126.238561,0,0
-127.629628,65,126.754561,0,0
-11.84653,192,128.381562,26,0
-107.388516,51,128.896563,0,0
-10.104721,186,129.518561,27,0
-121.293955,52,130.02456,0,0
