#{"t_start": 1718626573.458384, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-957.28289,920,2.32228,1,11
-65.856825,369,3.220582,2,3
-6039.245362,1201,7.474584,11,14
-3844.170249,1267,10.984583,50,7
-2711.975503,986,14.659267,15,2
155.20117,147,15.273263,11,0
-533.844447,455,16.341264,18,2
494.080467,205,17.026192,15,0
60.601874,247,17.776288,20,1
-79.562247,216,18.461319,8,1
177.236631,1018,22.149561,33,7
146.967729,724,23.869024,80,4
-127.78133,164,24.50156,11,1
1988.400561,1960,32.935171,157,19
63.715843,288,33.722133,39,1
-89.472383,124,35.37903,8,1
147.676323,730,37.115238,76,3
-55.363071,188,37.795075,13,2
28.978119,221,38.493075,22,0
217.0388,290,39.290422,14,1
-59.9159,580,41.654737,43,5
-81.014836,490,42.801636,32,5
-134.689207,136,43.407667,5,1
-98.054911,67,43.949676,3,0
-158.561221,436,45.012711,12,3
-52.928405,112,45.607752,8,1
152.488829,364,46.52212,57,2
263.208232,262,47.269634,54,2
-9.373788,168,47.907636,23,1
86.914219,241,49.736636,16,1
-40.893398,181,50.384646,10,1
-107.164072,172,51.018645,11,1
-81.183094,88,51.565647,8,0
-52.607247,167,52.185647,9,1
-68.41721,86,52.732648,7,0
747.461504,1051,55.474645,174,9
-71.767945,92,57.019647,9,0
384.211871,486,58.139646,93,4
-96.393083,59,58.66665,3,0
988.983743,948,61.031645,247,11
584.180284,742,63.796645,138,8
-1.213371,183,64.441645,28,1
-92.845587,63,64.962301,2,0
-3.171008,487,66.053659,19,5
-14.655463,170,66.668661,24,2
795.510142,1151,70.690661,177,7
-90.649267,79,71.213663,6,0
74.947487,253,71.92166,49,1
1249.058959,1410,76.060559,281,11
-49.38888,89,77.667565,7,0
-17.189057,230,78.39756,15,1
-72.16284,70,78.933559,5,0
-99.676808,63,79.46656,2,0
585.813744,844,81.487316,107,6
90.414135,344,82.364319,45,0
351.197854,600,84.894984,140,3
1486.440497,2046,93.589882,315,18
-97.148467,63,94.102879,4,0
-100.800646,59,94.614878,2,0
-80.891582,87,95.141879,9,1
284.713811,451,96.166881,82,3
363.761757,540,97.35188,98,4
-87.366639,83,97.87688,6,0
-20.497099,156,98.481879,20,0
-88.445089,67,98.999879,4,0
-85.978585,69,99.52188,4,0
5.655477,254,100.235835,19,0
62.468593,258,101.990834,45,2
-100.193834,55,102.493834,2,0
-39.948233,135,103.071834,14,0
6.653916,175,103.695832,25,2
95.176504,253,104.415833,45,0
885.897993,1137,107.425833,242,10
-34.048908,164,109.005832,11,0
311.092511,548,110.245731,97,2
204.472768,390,111.203732,68,3
232.016375,426,112.219731,78,6
98.490568,309,113.01173,49,2
146.5538,375,115.041732,64,1
434.17083,857,117.139658,103,4
136.77343,374,118.079663,65,1
68.635413,322,118.905662,36,1
-184.956273,224,119.593663,8,0
307.031372,627,122.065964,77,8
326.485887,624,123.496964,114,3
325.812291,587,124.883542,120,1
80.612678,378,125.823818,35,2
-479.121858,1015,129.651845,88,6
9.49532,234,130.347504,26,0
238.889,439,131.399604,83,1
21.289871,167,132.017606,24,0
271.55251,587,134.488607,86,1
344.370581,628,135.965608,132,3
599.817534,1024,138.589606,131,3
-7.848943,207,140.314607,16,1
577.859535,725,142.054607,205,7
-77.017198,90,142.589606,6,0
-86.879172,66,143.107606,4,0
290.638156,454,144.198605,80,5
-60.270317,100,144.772606,9,0
