#{"t_start": 1718463195.5193403, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-853.0,1201,3.609724,0,1
-787.5,1201,7.812004,0,1
-708.5,1201,10.991195,0,1
-586.5,1201,15.240374,1,1
-518.5,1201,18.403024,1,1
-321.5,1201,22.583126,7,1
-342.5,1201,26.827252,5,1
-210.0,1201,29.991892,11,1
-203.0,1201,34.197536,12,1
-235.5,1201,37.364002,10,1
-271.5,2153,46.50913,21,1
-106.5,1201,50.749682,15,1
16.5,1201,55.023405,21,1
86.5,1201,58.185489,23,1
92.5,1201,62.429066,24,1
132.5,1201,65.596711,25,1
174.0,1201,69.817766,29,1
182.5,1201,74.02391,28,1
6756.0,20541,668.222297,595,5
6924.5,14578,972.580694,567,6
6496.5,13341,1228.102023,550,3
6679.0,13628,1495.943618,573,2
6899.0,13963,1776.161246,650,2
5095.5,10231,1929.704316,545,5
9378.0,17553,2367.299373,898,10
7526.5,15155,2697.179207,780,6
9671.0,19381,3229.424448,985,5
9614.0,18917,3737.530008,1000,12
8065.5,16266,4115.03982,837,2
4006.0,7863,4207.914263,415,6
8106.0,15620,4558.101776,838,9
7258.5,14577,4863.554757,799,7
8134.0,15969,5228.640236,1000,11
3515.5,6789,5298.547573,423,3
7087.0,14315,5593.106022,783,3
6270.0,12366,5814.305816,736,9
5482.5,10187,5966.870839,554,8
6494.0,12798,6203.931057,811,2
8913.0,17520,6643.134331,999,14
7025.0,14185,6933.822002,847,7
3569.5,7100,7009.804522,456,3
7843.5,15493,7354.019075,979,10
4684.0,9446,7485.090938,636,3
4135.0,8387,7590.106392,592,1
4837.5,9700,7729.638021,600,3
5920.5,11861,7934.114421,744,6
7402.0,14643,8241.823348,1000,10
7372.0,14595,8547.300302,1000,12
4117.0,8102,8645.615471,584,5
4884.5,9640,8782.783252,691,12
7283.0,14170,9071.947157,1000,15
5844.0,11668,9270.522649,760,10
5825.0,11422,9460.995036,810,17
5698.5,11514,9656.648328,766,5
3761.5,7589,9742.303329,551,6
7447.5,14683,10050.873255,978,20
2375.0,4785,10086.933039,350,1
7984.0,15771,10440.779738,1000,13
5870.5,11704,10638.30413,717,6
6975.0,13706,10907.434335,892,8
5675.0,11199,11089.76477,740,7
5238.0,10614,11253.888135,672,3
6071.0,12009,11462.10295,721,11
8213.0,15682,11812.138237,1000,16
4865.0,9572,11946.729935,581,6
6953.5,13829,12220.401131,919,10
4069.0,8189,12319.82474,573,3
7002.0,13555,12582.295871,831,17
6028.5,12021,12790.75988,788,3
4488.0,9051,12911.84992,619,4
7111.0,14297,13203.541934,931,8
4115.5,8387,13307.519544,571,4
5798.5,11696,13503.879891,727,5
4080.5,8293,13606.04682,575,4
7901.5,15454,13946.956897,1000,13
4688.0,9421,14077.477633,659,3
5171.0,10354,14233.636869,707,7
4584.5,9259,14359.019281,643,7
7665.5,15082,14683.313911,1000,8
4937.0,9943,14828.324432,663,4
6305.0,12688,15060.858734,833,8
8136.0,15562,15404.304849,1000,15
5394.0,10223,15556.708042,667,7
8303.5,16008,15921.586559,1000,13
5099.0,10213,16073.540946,680,7
6254.5,12442,16296.104633,754,12
4824.5,9488,16428.486048,564,6
7104.0,13943,16705.802156,896,10
8003.5,15497,17047.132146,1000,17
4403.0,8998,17165.828356,598,2
7044.5,13950,17444.030285,832,8
7812.0,13848,17718.360582,850,20
6085.5,12078,17928.801741,715,8
8125.5,15715,18280.624015,1000,19
5357.0,10684,18447.151048,698,8
8643.0,16126,18816.910466,1000,17
