#{"t_start": 1713315806.2109997, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
390.5,1201,1.20903,0,1
414.5,1201,3.423071,0,1
540.0,1201,4.600825,0,1
567.5,1201,6.784866,0,1
597.5,1201,7.964202,0,1
821.5,1201,10.167732,3,1
843.5,1201,12.330729,5,1
950.0,1201,13.517729,9,1
951.5,1201,15.711729,10,1
994.0,1201,16.873739,9,1
1994.0,2278,19.704839,22,1
1224.0,1201,21.897851,22,1
1199.0,1201,24.121368,19,1
1220.0,1201,25.299371,23,1
1253.5,1201,27.47137,24,1
1310.0,1201,28.653381,26,1
1343.5,1201,30.837404,28,1
1329.5,1201,33.021844,27,1
1350.5,1201,34.210909,29,1
1412.5,1201,36.405921,33,1
1406.0,1201,37.588441,32,1
2550.5,2386,41.486443,49,1
3784.5,3463,45.084449,72,1
7128.0,6443,52.450073,129,1
40096.0,28858,84.428829,1000,4
17010.5,11427,97.796,559,2
21442.0,14297,113.968235,709,9
28061.5,18688,134.696374,1000,9
26164.5,17435,154.699059,1000,4
21001.5,14021,169.472404,795,8
22532.5,15006,186.97861,865,17
21948.5,14686,203.210166,913,6
20637.5,13776,218.952349,808,9
16100.5,10793,230.918351,621,3
26344.5,17501,250.931411,1000,12
16002.0,10579,262.741283,627,6
24581.5,16417,281.007487,967,9
15913.5,10664,292.865072,600,4
16241.5,10852,304.831517,650,5
25937.0,17287,324.642081,1000,3
14118.5,9430,334.757715,546,5
17452.5,11683,348.284852,642,4
25599.5,17032,366.864541,1000,11
26669.5,17728,387.050996,1000,10
18465.0,12352,401.013693,690,7
26990.0,17925,421.29336,1000,11
21698.0,14392,437.511175,785,13
16639.0,11152,449.755463,555,5
28247.5,18587,470.277241,1000,15
15729.0,10475,482.057075,547,6
18699.0,12519,496.175241,602,3
16992.0,11397,509.66248,568,3
14615.5,9559,520.79039,490,6
17208.5,11515,533.242604,592,5
20521.5,13567,548.937896,659,11
19636.0,13094,563.384724,623,7
17772.0,11910,577.042569,524,6
28179.0,18517,597.793177,781,13
20765.0,13910,613.731578,611,3
26020.0,17344,632.678684,788,15
23395.0,15650,650.671956,694,5
20638.5,13703,666.523078,670,8
18591.0,12376,680.477149,611,6
18580.5,12394,694.443501,588,6
28059.5,18662,715.077235,905,14
23940.0,15960,733.152556,814,5
14315.0,9596,743.439096,452,4
28636.0,18949,765.390429,1000,12
13270.5,8903,775.206831,427,4
26283.5,17401,795.310673,1000,16
26873.5,17867,814.431415,1000,14
13827.5,9233,825.478024,477,4
21730.0,14499,841.636997,810,8
22829.5,15215,858.29975,870,16
14725.0,9873,869.753716,569,3
24732.0,16360,888.043831,877,11
14322.5,9603,899.349065,528,4
14520.0,9718,910.678065,517,5
26859.5,17880,929.921508,1000,11
13655.0,9159,940.93257,587,3
16526.0,11019,952.970773,683,9
22477.0,14491,969.188658,811,22
13477.5,9043,980.178256,556,3
14957.5,10030,991.741903,563,3
17355.0,11562,1004.166265,720,16
24983.5,16484,1022.530817,1000,25
20316.5,13550,1038.227741,811,9
22813.5,15173,1054.713068,892,14
14718.0,9844,1066.164773,600,7
26261.0,17443,1086.08007,1000,14
21011.5,14028,1101.116067,802,17
22867.5,15281,1118.862906,814,10
12433.0,8323,1128.34815,431,4
