#{"t_start": 1714090655.4761589, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-214.423781,292,0.787013,0,1
-2495.538597,1201,3.963866,5,12
-1120.313391,1015,7.463902,0,15
-2453.989867,1201,10.638999,4,20
-378.230018,407,12.609279,0,4
-102.193724,93,13.155517,0,1
-586.65924,957,15.457526,2,20
-11.152248,118,15.999535,4,1
-121.173581,111,16.544534,0,0
-141.17611,209,17.187535,1,1
-278.875808,178,17.832534,0,1
-106.424785,73,18.34008,0,1
-199.432842,122,18.908096,0,0
-611.612215,760,21.651096,0,14
-95.787158,207,22.305096,3,0
-311.410379,306,23.101096,3,3
-297.439906,208,23.761096,2,0
-131.669151,103,24.311098,0,1
-192.001782,140,24.906105,0,1
-226.422156,212,25.560117,0,1
-129.481268,171,26.170126,1,1
-175.901202,120,27.709709,0,1
-46.884181,105,28.269708,1,1
-166.647422,168,28.914595,1,1
-337.08005,390,29.878448,0,6
-26.797389,121,30.432448,1,0
78.749931,220,31.093458,8,0
15.145861,168,31.697546,3,0
-136.4931,103,32.231549,0,0
-28.87034,108,32.760547,3,0
-127.733684,101,33.294547,0,1
33.372473,175,33.99256,5,0
65.355734,200,34.634557,7,1
-143.954061,121,35.195558,0,0
33.460685,167,36.790563,15,1
3.371518,320,37.600559,16,0
9.091166,136,38.18856,11,0
-30.202005,106,38.721558,2,1
60.180867,196,39.361557,5,1
-100.941218,97,39.885412,0,1
88.527698,215,40.537413,10,0
165.149868,289,41.291412,15,0
-32.299015,104,41.831414,2,0
-510.121731,263,42.54642,4,0
99.769853,222,44.200454,17,1
-99.797745,59,44.718455,0,0
108.777385,225,45.387464,26,1
8.484606,698,46.945984,27,4
25.746953,158,47.539984,4,0
432.142634,507,48.670982,59,2
-176.516456,191,49.354985,2,1
263.38098,413,51.304984,33,0
-287.869983,279,52.050985,8,2
299.328172,477,53.114984,27,6
60.122259,186,53.738985,14,2
-188.277347,308,54.513998,13,0
-50.001086,78,55.026056,6,0
193.334732,294,55.780057,38,2
-35.714813,90,56.306056,9,0
-54.311584,75,56.834056,5,0
8.273183,133,58.41095,18,1
130.902273,261,59.147952,16,0
839.005215,875,61.198953,120,6
598.357716,646,62.638954,90,5
623.247149,632,65.042961,128,4
-12.085952,114,65.601961,10,1
-67.582731,64,66.112986,4,0
-55.042023,71,66.624988,5,0
591.007682,888,68.722996,70,9
-16.924619,105,69.283515,11,0
601.483045,596,71.622515,140,3
922.162301,866,73.652514,188,9
340.941393,412,74.598517,64,3
72.651777,193,75.239527,22,1
-60.830864,72,75.744529,4,0
76.565426,183,76.367527,22,2
-0.180086,172,77.960658,10,2
790.556989,730,79.607194,197,4
106.642063,220,80.279206,24,2
1479.790733,1377,85.218777,293,12
-22.593993,115,85.774784,14,0
-9.088556,121,86.322302,10,0
158.370397,251,87.018561,37,3
-61.457709,68,87.532595,4,0
23.571296,159,88.123593,14,0
-75.922195,57,88.635594,3,0
48.257009,165,89.229596,17,2
491.918955,527,90.393595,114,3
-65.172396,67,90.901624,4,0
985.419718,916,94.122739,212,10
-26.109972,100,94.667775,10,0
-46.321463,81,95.184772,4,0
-69.847818,62,95.685782,2,0
-45.725501,91,96.216783,7,0
-88.711038,248,96.913795,7,2
-53.090129,78,97.424794,4,0
450.658551,501,98.541268,86,3
-62.870615,67,99.057263,4,0
21.012886,145,100.603287,14,0
671.869999,661,102.087308,145,6
-72.004071,59,102.594317,3,0
-22.507522,102,103.133329,11,0
31.124991,148,103.716336,15,2
803.649172,766,105.455349,172,8
-69.188301,65,105.975361,2,0
-42.928333,86,106.502374,6,0
506.883627,589,108.855394,57,6
-72.076998,56,109.359394,2,0
633.442884,641,110.769409,132,6
46.426471,160,111.38142,21,2
672.981801,687,113.87358,130,3
171.795584,268,114.620623,41,0
313.429095,386,115.527657,68,2
191.779804,291,116.2977,35,3
1041.500478,966,118.628739,205,9
270.863045,358,120.53374,50,4
0.621334,125,121.098738,15,0
101.083235,210,121.750737,29,2
125.895006,229,122.426738,36,0
610.264824,638,123.849739,110,3
626.170946,614,126.204743,146,4
203.006208,293,126.992743,47,1
699.181412,700,128.551751,137,3
429.357867,493,129.642266,88,0
933.712314,922,132.877321,173,4
623.949358,623,134.252321,136,7
299.736991,369,135.142321,70,3
161.914808,268,135.873322,35,2
620.441264,611,138.212333,146,4
646.20212,655,139.675332,128,0
677.8606,679,141.182038,147,6
578.007289,620,143.570137,95,2
-43.944305,89,144.100164,5,0
862.900327,798,145.928164,203,9
70.108674,184,146.546172,21,1
465.878032,487,147.632684,112,3
786.364581,749,150.312246,170,8
719.750271,749,152.014279,156,6
663.783409,632,153.407287,168,5
751.059111,724,156.034925,189,6
645.561093,628,157.418925,151,3
-53.481768,77,157.934924,6,0
634.080416,632,159.329923,157,5
900.751357,846,162.352973,193,4
859.698642,796,164.173545,208,7
688.434636,684,165.71164,149,5
850.858122,785,168.545671,204,7
931.410299,834,170.477672,232,7
544.470581,546,172.70767,138,3
1010.371032,907,174.85257,237,9
