#{"t_start": 1714086705.3790336, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1525.849586,1843,6.253244,32,23
157.87424,271,8.065243,17,1
-635.926412,343,8.924248,3,1
142.087717,865,10.945251,52,3
-998.533682,544,12.147298,5,1
12.648603,653,14.620892,27,7
348.114723,1510,19.121467,80,6
-151.329673,612,21.469468,16,2
576.080587,1254,24.836469,66,6
1025.044176,1636,30.924578,165,8
1056.678779,1386,35.884605,110,10
167.005159,275,36.612617,27,2
149.704841,372,37.481641,23,3
317.301267,415,38.433652,42,0
298.296852,427,40.402684,41,1
912.020903,921,42.569765,124,7
-42.081023,86,43.087858,7,0
584.360304,652,44.519397,69,3
1145.480343,1104,48.300884,181,6
-17.0724,110,48.854804,7,0
-67.62031,63,49.356322,3,0
-39.634722,85,49.876325,6,0
-13.564288,110,50.418838,10,0
1920.972676,1851,57.690467,243,13
450.346476,503,58.815773,84,3
1160.584798,1099,62.610196,198,5
1192.593768,1092,65.383215,237,9
-60.210695,69,65.890216,4,0
-29.725889,98,66.411731,8,0
54.988117,166,67.004733,24,0
1081.430247,1412,72.09985,202,13
-30.061418,91,72.63285,8,0
-777.001358,449,73.656404,5,2
951.023341,915,76.849557,171,5
-37.668518,91,77.389564,6,0
-63.014009,68,77.899565,3,0
-65.293651,62,78.407077,3,0
1142.648479,1086,82.12281,198,7
1235.837944,1204,85.313809,250,8
32.384491,153,85.891814,13,0
732.27183,713,88.489827,154,5
1511.703109,1512,93.017203,276,8
1129.922533,1078,96.818902,191,6
-71.475283,59,97.318423,2,0
92.135427,210,97.974423,16,1
876.456355,865,99.998475,148,7
910.53102,851,102.972512,194,5
-53.032068,78,103.492512,5,0
585.25354,595,104.804524,128,2
-36.322195,99,105.336524,6,1
546.859566,585,106.621088,101,1
1237.929032,1149,110.588123,230,9
1142.210555,1057,113.20265,237,11
1352.666563,1245,117.619651,250,14
902.611283,849,120.606133,189,4
1210.684254,1224,123.900486,248,12
-66.273485,66,124.409397,3,0
1059.331248,962,127.722442,230,9
1111.578159,981,130.1225,237,7
991.227799,909,133.262587,211,9
-61.481142,70,133.766587,3,0
1085.241227,987,136.162015,236,10
-58.214582,75,136.679016,3,0
1058.895188,958,140.013019,237,9
1473.751136,1297,143.556935,322,10
1704.524573,1483,148.932496,348,14
-42.424027,88,149.469015,5,0
1269.801857,1150,153.441013,260,11
1323.167603,1201,156.614021,261,12
1753.420465,1571,162.404462,317,19
-47.849445,151,162.986479,4,0
-12.466358,149,163.558992,5,1
-2.354051,123,164.111366,10,0
101.30096,287,164.883366,10,3
-41.17259,89,165.409884,7,0
-64.235592,356,166.262885,16,2
1190.125688,1356,171.098883,266,12
1205.83445,1100,174.896528,246,8
-49.276368,80,175.417536,5,0
1562.925231,1376,179.288087,322,10
423.871879,574,181.573494,45,3
-62.73348,70,182.077506,4,0
2045.898633,1832,189.262117,350,22
2227.910734,2145,198.347642,375,16
-71.263388,60,198.845637,3,0
2263.915536,2007,207.056209,392,23
2165.780377,1869,214.468414,433,14
2614.320983,2307,224.676389,460,20
2196.68278,1973,232.771999,364,12
2360.821112,2044,241.26562,455,25
867.533753,818,243.142622,191,2
1916.386964,1689,249.560883,365,14
2842.600922,2489,261.009316,491,23
2715.515841,2648,273.716856,482,25
-32.114633,93,274.236864,8,0
2357.189221,2080,282.904396,416,16
-1239.867646,770,285.608328,18,7
96.845743,314,286.399277,10,1
-97.444734,229,287.066289,4,0
2068.875135,1799,294.060824,408,15
2387.725681,2230,303.703735,451,20
2494.779386,2177,312.968683,453,19
2092.791901,1830,320.156346,401,19
402.115925,448,321.153356,92,2
2875.571072,2678,334.070909,460,28
2409.832783,2116,344.062112,432,12
2610.814851,2263,353.915806,480,24
3266.773118,2869,368.436,537,32
2441.839152,2591,380.704951,492,30
135.962291,381,381.586951,21,2
-24.939735,104,383.141964,7,0
9.820832,135,383.720963,12,0
-31.322391,97,384.240964,7,0
1159.104622,1040,386.800974,256,4
586.094742,836,389.735545,63,2
2300.422411,1978,397.764784,460,25
-51.217561,81,398.278028,4,0
-817.992244,876,400.297026,12,5
-32.842355,500,401.398026,9,2
-276.800759,457,402.431027,7,4
1272.083995,1132,406.324415,278,7
1842.221909,1602,412.288123,377,21
1342.903773,1180,415.371615,300,8
1818.671952,1552,421.089183,402,17
626.202103,619,422.443217,144,2
2498.863376,2142,431.455403,496,27
2227.731607,1946,439.326035,420,14
2212.679391,1924,447.001034,428,21
1039.33554,940,450.291808,234,5
2735.076162,2365,460.924138,506,33
1518.619145,1302,465.521253,356,14
2256.066282,1926,473.251887,468,24
1189.034715,1046,475.826884,280,8
2476.909494,2091,484.577042,521,29
2869.120705,2414,495.481199,593,25
3108.84299,2618,508.921784,629,35
-59.214225,72,509.42281,3,0
2145.183265,1825,515.55233,454,22
2092.242088,1756,522.283003,472,18
-67.394734,67,522.794003,2,0
120.783875,568,525.073062,25,0
2059.035332,1771,531.916705,425,21
1700.25908,1451,536.28296,387,15
-348.97224,551,537.502985,8,3
-332.238278,1374,542.411703,29,9
822.507687,752,545.141718,205,5
227.457994,324,545.95024,39,1
122.93339,232,546.624759,26,0
329.614954,479,547.704287,35,1
2436.604307,2027,556.032352,545,25
46.154999,466,557.072362,11,0
2044.219187,1762,563.859675,424,19
-109.670201,294,564.62119,4,0
