#{"t_start": 1718630578.446696, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1244.811653,826,1.974031,15,4
-541.055818,534,3.191285,0,4
-1137.777809,1201,7.432051,2,15
235.715351,264,8.169987,11,1
-2408.551671,948,10.467953,3,10
-195.587744,212,11.129961,2,1
36.898859,646,13.599686,19,5
-3229.049362,970,16.012909,8,7
-1425.406878,1029,19.61144,30,6
-588.940389,913,21.943238,30,2
214.979473,1111,25.942797,34,11
49.364305,261,26.681849,25,1
410.860942,812,28.585903,89,4
-271.606227,792,31.48392,69,4
-5238.033709,3557,52.634893,166,7
-278.901554,3215,71.579092,189,11
-380.046775,2873,86.336655,248,12
1214.602616,2750,101.91028,320,20
653.107414,1108,104.849266,158,3
-88.796635,67,105.376265,4,0
-68.109323,115,105.929267,11,0
1393.20182,1912,113.832665,311,15
-18.542661,210,114.500679,12,0
-73.68953,106,115.061678,9,0
479.421985,925,118.293312,116,3
1002.235083,1477,124.168142,239,8
-97.788284,63,124.718143,3,0
1330.140562,1871,132.616013,301,14
-70.808929,107,133.211017,11,0
-70.652814,85,133.783887,7,0
1830.825041,2017,142.640782,353,19
-92.967065,60,143.150309,4,0
-94.776168,71,143.670313,4,0
2420.35185,2439,155.999305,474,29
1023.622717,1202,159.400402,288,12
-81.634213,95,159.978412,9,0
1383.161632,1300,164.856078,323,15
-83.938895,77,165.420076,5,0
929.216325,1070,169.292891,253,7
-83.251455,343,170.231311,18,1
-29.628019,166,170.867574,21,0
1337.444658,1694,177.692779,337,18
2111.188099,2466,189.897602,415,23
1007.40598,1087,192.762646,276,13
1286.529706,1509,198.67348,295,13
1669.14518,1839,206.623566,391,17
1879.171019,2204,216.419137,417,17
1577.273601,1708,223.448473,415,18
1349.410618,1704,230.285218,304,15
1743.321783,2045,239.168798,447,18
-298.666137,604,240.558799,16,5
1900.637246,1833,248.185915,437,17
-99.821392,62,248.720921,3,0
-68.902229,105,249.297941,12,0
1545.270064,1664,256.159751,390,18
-87.154824,84,256.690751,6,0
1734.129653,1670,263.260366,422,19
885.150702,1119,266.234569,297,11
1015.745147,1031,270.00657,267,8
1603.884965,1726,277.092009,408,19
-94.852834,69,277.62001,4,0
-37.631159,368,278.563009,7,3
2317.473201,2695,292.282285,457,28
-94.001042,78,292.811415,4,0
-69.057374,110,293.371024,12,0
-52.375686,119,293.944959,12,0
3517.419223,3085,312.428308,595,45
1377.108405,1471,318.274634,347,16
-100.184489,63,318.788633,3,0
-87.457306,85,319.316648,6,0
175.605382,379,320.232575,78,3
29.211729,149,320.817578,16,2
-87.66294,77,321.346841,6,0
-89.135965,78,321.872802,6,0
-96.42578,70,322.411801,5,0
2331.543901,2082,331.716736,474,26
1388.42639,1600,337.996918,387,18
1983.491185,2320,348.791639,463,23
-65.030093,122,349.387578,11,0
-94.500095,75,349.935526,5,0
2496.346541,2273,360.917072,456,33
2670.979985,3071,379.954008,518,32
-143.759885,459,381.064006,9,1
2117.357271,1949,389.688678,445,26
1014.342963,1211,393.255516,272,11
1688.63104,1736,400.641859,369,22
1371.742771,1753,408.095035,338,13
1916.190085,2334,419.460269,450,18
2441.669906,2969,437.354343,502,26
-86.820289,83,437.951971,6,0
-91.053638,76,438.494163,4,0
-94.979764,157,439.107162,8,1
-98.160287,60,439.634162,3,0
1701.678769,1953,448.14809,393,21
-47.225469,167,448.78593,17,1
-46.482831,155,449.405939,14,1
-75.198405,96,449.950926,10,1
-69.786947,349,450.814955,15,3
-78.825699,94,451.357968,9,0
-97.056701,61,451.871969,3,0
1698.381131,2168,461.833539,470,18
-77.251353,117,462.422536,8,1
-44.740002,153,464.141536,14,1
2250.575144,3590,487.230291,540,31
699.297324,3859,514.045822,490,23
-85.38531,80,514.581821,6,0
2142.935509,2483,526.868615,509,27
-46.769665,551,529.269596,18,2
2003.529225,2364,540.512983,483,20
1835.647599,2074,549.58038,415,21
1882.240114,1917,557.668232,408,24
3270.621819,3168,575.836231,582,41
1864.56164,2073,584.862236,475,22
2496.238406,2663,599.423234,487,29
2196.136299,2630,613.12409,478,27
2485.755904,3413,634.965012,565,25
2623.577451,2956,651.201571,561,34
-77.043747,76,651.724573,5,0
3531.407973,3541,674.111573,632,36
1910.606583,2379,685.705928,433,17
2421.219955,2957,701.41158,548,24
2536.564508,2776,716.511796,547,30
3268.926774,3662,740.12869,604,45
1876.30442,1885,746.837741,439,20
1444.88658,1483,752.330765,329,18
3392.174141,3915,778.894215,677,43
1843.407171,2218,788.760245,425,25
3700.583914,3869,814.818528,623,34
2605.521329,2732,828.560116,594,32
1715.808892,4470,863.255821,637,40
1850.452943,2287,873.516915,447,19
-86.639145,146,874.117917,10,0
2740.511057,3017,890.67162,610,32
3229.392706,3377,911.66291,600,38
3446.335235,4248,942.168408,667,38
3584.585044,3399,962.962501,664,48
3236.363736,5078,1004.854718,719,54
3233.45214,3250,1024.634644,629,37
3478.158737,3753,1049.41358,735,41
-136.539858,143,1050.032579,6,1
4913.070649,4050,1078.692454,693,46
1200.054631,1416,1082.931453,321,14
342.164646,576,1085.412972,141,2
3935.176997,4047,1114.002301,692,51
2717.118601,2861,1129.079019,543,30
2891.427051,3579,1152.265795,573,39
3986.493938,3717,1175.741054,767,52
1408.44339,1545,1181.65612,361,16
4021.666794,3754,1206.967824,697,55
4733.422773,4334,1239.024528,791,58
2104.983205,2096,1248.100144,486,21
3816.690932,4012,1276.612452,697,52
3687.940362,3196,1295.771926,662,47
3128.908667,3017,1311.936023,621,37
180.052467,2994,1328.948727,389,26
3217.846498,2706,1342.422596,558,42
1932.121274,2744,1356.304813,523,31
-120.395461,110,1356.862813,4,1
319.009252,5212,1401.871207,623,46
102.907535,317,1402.686207,47,2
-61.841257,97,1403.236207,10,0
3982.933282,3829,1429.232149,755,52
2666.229483,3381,1450.478055,631,45
9.855385,226,1451.173056,20,1
-90.334888,69,1451.701056,5,0
-94.289531,67,1452.227056,4,0
3272.36781,3544,1475.21974,646,46
1743.244,3216,1493.304009,551,37
-251.839798,91,1493.896011,0,1
3330.485631,3412,1514.96489,650,49
4257.018066,3500,1536.909373,683,53
4061.886937,4230,1567.270636,701,51
391.345242,392,1568.215637,51,4
1563.970316,1464,1573.611684,386,20
3874.112091,4876,1612.672568,758,61
1020.93954,1125,1615.650079,245,10
2393.780341,2334,1627.355803,474,30
3305.199949,4425,1660.135925,743,56
4060.375557,3330,1679.28071,690,53
-24.874652,121,1679.854218,17,1
4487.428977,3827,1705.518919,742,56
4659.813391,4371,1737.663515,788,62
3404.418787,4097,1766.401384,691,53
139.56863,399,1768.350412,48,3
3703.267376,3332,1787.570179,738,44
468.268475,882,1790.734259,119,2
5083.996124,3940,1817.560232,793,65
2741.711572,2408,1828.720987,565,34
4612.278579,3975,1855.9547,750,58
5722.552094,4312,1887.633394,952,69
4274.223256,3093,1904.679342,675,51
3878.86188,2979,1921.755461,667,46
3317.564937,2615,1934.66546,667,43
3230.320301,2442,1946.25246,662,40
3037.937816,2565,1959.809085,589,40
4130.313129,3387,1980.075099,804,55
3392.632151,2992,1997.499933,703,38
1683.778541,1507,2002.225996,449,19
3985.745099,3012,2019.890758,723,43
4689.952874,3188,2038.019954,826,53
4908.048021,3497,2060.289707,757,60
4835.42417,3711,2084.968264,800,56
2359.145331,2336,2095.624264,535,32
2245.643213,1894,2103.545265,503,29
3082.077919,2313,2114.413475,578,38
1060.151227,1106,2118.429731,315,13
3609.661259,2443,2130.266963,600,39
3815.325518,2743,2144.264116,668,47
3400.444904,2430,2155.68672,643,39
4117.246017,2812,2171.321528,730,48
3115.690377,2709,2184.933513,644,39
3148.646321,2363,2195.903694,609,36
1512.856222,1393,2201.141246,388,15
2783.714302,2357,2211.999954,588,34
1895.273859,1565,2217.985981,472,23
647.055458,700,2219.594015,202,4
3553.719157,2623,2232.399542,669,47
4294.882934,3431,2253.706063,695,54
3222.091481,2433,2265.344253,627,39
1816.299255,1716,2272.166821,482,23
1056.490711,996,2275.84682,251,12
1531.533753,1415,2280.18682,376,24
2854.132141,1995,2288.807479,540,30
2624.179844,2091,2297.934698,532,31
448.521289,652,2300.538696,135,4
398.865026,538,2301.792696,149,3
3972.780849,2984,2318.011266,645,52
2442.631933,2095,2327.295783,541,31
-314.687636,3343,2347.641412,572,41
1403.3495,1360,2352.592435,290,18
3037.014171,2891,2367.842541,722,44
2571.058482,4033,2396.079897,703,47
4163.002233,3410,2417.094043,797,53
3827.756861,3276,2435.885255,762,49
3015.263098,2402,2446.995889,633,37
926.06431,851,2450.043926,231,11
1716.669506,1473,2455.564929,445,23
523.965627,578,2456.884927,168,7
3325.755146,2296,2467.199585,591,37
3559.151727,2863,2482.568235,728,46
3450.701747,2645,2496.793346,697,44
3862.703492,2898,2512.14852,686,52
1682.153805,1523,2517.917127,443,18
2728.042428,2113,2527.230798,529,39
2685.64804,2160,2536.932411,556,30
3825.415415,2717,2550.830445,689,47
1596.875408,3949,2578.03452,713,51
2887.814909,2099,2587.154232,541,33
3444.210053,2881,2603.215086,672,43
494.673017,690,2604.801084,170,6
421.00839,672,2606.338087,151,6
3584.09885,2521,2619.320016,622,41
-42.186059,116,2619.890524,9,1
4034.414636,2782,2634.029197,698,53
1029.437949,1040,2636.689224,240,13
4678.775488,3240,2655.944942,756,57
4489.508552,3188,2674.747712,760,52
4024.828706,3078,2692.72903,757,51
2622.585628,2109,2702.363069,595,29
-78.386863,70,2702.905071,4,0
-5.127678,167,2703.54607,20,0
1487.910283,1372,2708.531079,406,21
3458.476665,2509,2720.452089,686,43
2527.740937,1884,2728.083088,523,31
-58.076472,157,2728.67809,14,1
-75.142131,71,2729.196089,5,0
40.872398,179,2729.81509,24,1
79.012827,267,2730.548092,34,0
71.841728,323,2732.470091,54,1
700.481179,814,2734.377089,201,6
4460.786274,2857,2749.128089,660,50
3869.23762,2633,2762.99409,692,47
4894.186715,3241,2781.058089,791,57
4065.853573,2815,2796.164784,673,50
42.180357,287,2796.928786,30,2
4170.104478,3190,2814.331787,780,55
3530.053203,2770,2829.011919,615,46
353.170504,639,2830.466916,132,4
-114.879129,178,2831.134916,13,0
34.07515,239,2831.842916,28,1
418.761514,680,2833.395921,143,5
1.150343,188,2835.00692,21,0
414.561134,468,2836.066916,108,6
-54.886689,79,2836.593919,6,0
824.993921,737,2838.252919,174,10
528.660009,562,2839.502917,136,10
-55.814696,112,2841.026916,10,0
4023.141929,3111,2857.586918,736,49
1392.993665,1167,2861.645921,294,17
3407.747346,2555,2873.688931,633,40
2693.647799,1882,2881.202929,553,30
3841.62217,2598,2893.637475,661,47
3448.395582,2763,2907.313411,664,39
-76.779847,115,2907.868411,12,0
3673.555323,2536,2920.712409,667,48
3751.895599,2963,2936.108411,687,48
2680.05778,2087,2944.814414,531,28
3943.948888,3166,2962.987415,716,52
2102.586382,1783,2969.930411,443,24
295.649236,434,2970.93341,92,3
443.706507,518,2972.095412,124,4
2021.580535,1640,2978.214077,442,28
189.599762,425,2979.188075,64,3
-95.246116,61,2979.695076,2,0
4840.67377,3394,2999.962077,750,59
107.556714,318,3000.754076,41,1
529.299116,612,3002.142078,153,5
4652.727121,3632,3024.999077,779,62
1077.269024,1137,3028.890075,282,14
940.543315,1017,3031.415076,245,10
1676.316998,1321,3036.093076,383,19
-41.470973,135,3036.681075,17,1
1684.357222,1418,3040.771076,378,18
288.680109,463,3042.816076,116,2
1948.437217,1542,3047.439075,415,25
31.823027,207,3049.107079,28,1
3622.441148,2837,3063.332075,714,47
1891.252215,1306,3067.943075,360,17
88.529476,249,3068.643078,33,2
539.017854,660,3070.108078,168,6
3235.044685,2413,3081.092077,633,42
4558.621279,3057,3098.314076,755,53
597.070638,624,3099.703075,168,8
220.376171,329,3100.509077,74,2
-146.129161,113,3101.060078,3,0
1516.463177,1358,3105.909075,406,17
1434.975003,1305,3109.634075,382,17
1251.533599,1151,3113.663076,323,12
3397.583673,2490,3125.157076,649,42
1643.806279,1693,3131.586083,441,27
3660.381316,2497,3143.110083,657,42
5190.882956,3546,3164.797084,755,60
-272.478422,88,3165.380085,0,0
739.687804,858,3167.381084,225,8
5013.123714,3506,3188.867095,794,63
923.599578,966,3192.155096,228,13
3137.280713,2195,3201.573094,601,37
3380.661064,2726,3214.976098,655,41
1132.658343,1047,3218.613095,278,14
2541.375251,1962,3226.559095,574,31
-65.642384,83,3227.083095,4,1
3629.201467,2708,3240.257094,642,44
2262.715192,1690,3246.735097,483,31
3742.120437,2678,3259.625095,726,42
834.353895,868,3261.659097,254,10
3568.526803,2623,3275.135095,681,45
3326.338709,2331,3285.447107,595,41
1840.986041,1615,3291.474115,458,25
4645.603775,3138,3308.243563,758,57
697.973028,784,3311.100564,235,12
3353.979243,2474,3322.469562,581,41
2817.617883,2202,3331.933562,614,32
5029.480772,3144,3348.861563,775,62
1881.127598,1652,3355.122563,420,23
2788.809816,2077,3363.800264,563,34
809.878743,884,3366.930266,232,8
248.087545,446,3367.950269,90,3
5042.75583,3422,3388.596268,798,64
3295.509718,2520,3400.286276,650,41
2251.959562,1716,3406.86828,484,28
1090.651541,1115,3409.709275,307,14
388.905596,438,3410.713276,103,7
2478.417344,2011,3418.982277,526,28
2914.385306,2146,3428.031276,560,33
5085.059689,3636,3450.746286,853,66
-247.175433,85,3451.331286,0,0
6579.58392,3690,3474.653304,817,71
2549.449002,2164,3483.932305,523,32
2000.744246,1611,3489.931305,482,23
4056.224526,2842,3504.094647,763,53
3953.759492,2672,3517.947647,630,46
2451.256974,2003,3526.052647,527,32
802.602501,1081,3528.781647,282,14
3013.177775,2099,3537.523648,530,37
3144.034643,2034,3545.843647,572,36
3656.319325,2591,3558.067647,717,49
190.485135,355,3559.930647,48,5
4708.344074,3254,3577.808648,760,60
4409.852629,3111,3595.509648,805,53
4854.941435,3321,3614.051647,809,60
1835.531565,1611,3620.081648,446,26
4062.890554,2807,3633.855765,681,49
495.215505,536,3635.998761,135,6
610.07261,833,3637.912762,236,8
1909.367414,1473,3643.134764,418,24
4422.063896,2839,3657.184761,718,54
6594.170721,4095,3684.767279,938,78
1755.519989,1608,3690.756279,472,17
4865.093077,3045,3706.64028,705,56
1217.836953,1178,3710.70528,353,15
2146.628296,1768,3717.465279,491,29
4840.522396,3040,3733.27728,718,57
4092.926851,2778,3747.86028,679,49
1567.451084,1313,3751.448279,399,19
5110.924763,3112,3768.911282,776,60
3833.936528,2799,3782.637279,694,50
5736.981344,3615,3804.940279,826,65
2474.579344,1907,3812.432279,531,28
2328.423474,1820,3819.432282,483,25
3949.421081,2696,3832.319291,698,49
1623.328482,1325,3836.94429,351,19
1862.812807,1466,3842.196291,376,26
4858.629261,3574,3863.03929,737,64
1696.628383,1338,3867.714291,387,22
-31.77386,151,3868.303291,16,0
5011.157625,3380,3888.109292,834,62
4762.119236,3444,3907.676291,776,61
2721.094888,2151,3916.689289,618,33
2328.477952,1775,3923.497301,538,28
-47.12866,135,3924.083299,12,1
3603.301759,2382,3934.703299,636,37
191.589102,324,3936.512299,58,3
7.248929,199,3937.1413,20,1
3456.269412,2160,3946.209301,597,36
5194.267874,3262,3964.050299,737,61
2304.708375,2013,3972.186299,526,28
25.249142,180,3972.807298,23,1
4283.613152,2869,3988.065299,723,56
5113.599914,3298,4006.247301,795,59
557.670964,577,4008.605299,144,7
3336.721923,2468,4019.801301,628,48
4120.687264,2674,4032.569301,638,48
761.375897,937,4035.8173,258,9
-49.130966,79,4036.316298,6,0
