#{"t_start": 1713976258.6633492, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1124.922021,1201,3.145528,0,1
-1106.633233,1201,7.271525,0,1
-1119.901546,1201,10.386969,0,1
-1076.355559,1201,14.514481,0,1
-1100.675537,1201,17.645481,0,1
-1061.019707,1201,21.783498,0,1
-1053.420089,1201,25.919631,0,1
-840.131194,1201,29.03672,0,1
-1195.690219,1201,33.175319,0,1
-949.982671,1201,36.295899,0,1
-525.087906,1201,40.440977,1,1
-994.95913,1201,44.592694,0,1
-522.359466,1201,47.742695,2,1
-717.456658,1201,51.860693,2,1
0.435231,1201,54.973712,4,1
-12.895387,1201,59.103747,4,1
67.236162,1201,62.208972,6,1
361.542473,1201,66.342018,8,1
626.326478,1201,70.493112,11,1
1475.144327,2246,80.061868,25,1
983.014026,1201,83.174903,19,1
900.624604,1201,87.303431,18,1
970.651471,1201,90.418428,20,1
995.255271,1201,94.547464,23,1
969.460149,1201,98.681507,22,1
1025.878323,1201,101.801201,24,1
1051.05052,1201,105.913222,28,1
1044.768312,1201,109.027263,27,1
934.459512,1201,113.150432,23,1
1016.151065,1201,117.292686,25,1
1067.434224,1201,120.421721,28,1
1074.946419,1201,124.567283,30,1
1044.718167,1201,127.678323,31,1
17166.985349,19063,634.567092,435,1
14397.303321,14310,923.796602,487,3
23763.508434,23455,1684.89183,1000,10
11860.078391,11545,1876.324751,553,3
12730.542094,13638,2140.203454,680,2
17231.170763,16516,2523.617099,1000,21
15482.714897,14739,2831.512193,1000,14
14592.142338,13632,3094.92233,1000,13
14357.638064,13401,3350.920393,1000,30
8431.409191,7925,3444.190312,646,8
7915.849994,7420,3527.038232,634,10
10652.130708,10776,3698.493499,843,19
9246.061023,8744,3811.596066,762,20
7229.32897,6754,3879.681232,615,5
7460.991239,7041,3954.121207,636,5
7065.910361,6716,4021.330212,619,11
9953.898541,9624,4155.131001,864,23
5951.272049,5627,4202.890279,540,9
6716.502905,6252,4261.90695,603,16
6761.381626,6337,4323.344809,625,11
4464.890456,4170,4351.319487,432,8
4573.945951,4240,4380.089096,471,7
5732.939806,5293,4422.81864,577,7
3042.530162,2853,4437.796774,327,6
6057.680851,5633,4485.752126,562,16
5463.007634,5064,4526.172179,536,11
5383.082609,4985,4564.497594,535,6
2837.702262,2826,4579.217897,301,4
6192.867992,5728,4628.580997,602,9
4849.983875,4502,4661.532118,485,6
3870.967629,3757,4683.974994,394,3
7493.136587,6935,4756.096106,696,14
6336.073306,5874,4809.015788,601,16
3167.327592,3000,4824.186072,305,5
5862.201938,5575,4872.097422,566,13
3090.789326,2916,4886.567186,313,3
5527.881797,5129,4928.091404,537,11
5817.100294,5617,4976.788249,564,11
4931.845142,4583,5009.836384,489,9
3189.25197,3004,5025.031384,324,4
5747.446618,5341,5069.498776,545,9
5037.550208,4707,5104.267678,469,12
8015.815227,8613,5211.982675,742,21
4854.317568,4516,5245.16418,476,5
4739.518893,4547,5277.733405,459,11
7100.36662,6572,5342.27131,666,18
6217.359868,5765,5393.231807,590,15
5420.32729,5024,5432.104634,534,15
3515.175921,3288,5450.904076,365,2
8586.46599,7972,5544.676706,789,24
5548.673487,5147,5585.358133,539,8
7319.160034,6777,5654.715169,680,12
4348.092832,4057,5681.413913,428,4
6956.423418,6441,5743.629491,654,15
5734.670041,5307,5786.59247,566,7
6232.631322,5775,5837.84771,596,17
8547.512383,8139,5934.853888,808,30
6944.003829,6401,5996.410448,682,13
3784.059993,3529,6017.502808,394,4
4038.102383,3755,6040.92011,422,2
5993.040663,5535,6087.214337,598,17
4271.402662,3964,6112.850948,445,7
2752.081336,3882,6137.664668,159,15
2519.144044,3827,6161.84087,178,2
2522.010793,2703,6175.649934,151,1
3982.217405,3697,6197.472802,423,8
4184.423774,3888,6222.249271,434,2
5714.426586,5284,6265.872412,568,7
5993.011486,7051,6339.33813,648,11
4744.01028,4396,6369.975983,485,9
4399.163358,4091,6397.05189,446,6
1942.892398,2210,6406.330496,87,19
4367.704279,4039,6432.917342,466,7
3586.080058,4573,6466.806876,202,5
2040.405315,2150,6475.684554,130,0
2162.48592,3345,6493.954724,134,2
2045.119166,3456,6514.27963,113,4
1622.774452,1736,6520.768845,109,0
1293.868691,2460,6531.871072,98,2
3683.729177,4753,6567.142091,220,4
1632.532725,1791,6573.955658,122,0
1874.997064,2953,6589.745501,144,6
1565.656441,2578,6601.597183,110,2
4450.90368,4114,6628.996527,474,8
3651.708311,3590,6650.723205,199,3
6464.531175,5946,6704.597286,656,15
4772.284335,4406,6735.545774,504,7
1919.694727,3098,6751.570068,139,7
3059.799708,4582,6785.562995,144,26
1567.798401,1724,6790.991409,122,0
1641.937491,2625,6804.141944,84,15
1248.48449,2630,6816.333025,95,3
5544.278297,5385,6861.43475,296,5
1586.874813,1614,6866.335805,110,0
2985.123799,3970,6892.112646,178,2
3318.40121,3348,6911.427513,198,0
1659.190234,2793,6924.925305,123,4
2940.854266,2907,6940.328507,171,0
18.764331,144,6940.892506,12,0
2340.135511,2441,6951.750257,153,0
3387.636759,3349,6971.132324,176,2
4987.25914,5065,7010.720848,261,11
5279.465332,5086,7051.575961,563,16
2862.283119,2832,7065.413347,166,1
1415.060849,2655,7077.859613,109,1
55.202111,177,7078.460127,16,0
43.140688,166,7079.050127,14,0
3847.135571,4564,7112.943804,207,14
2822.570547,2784,7126.389546,175,2
2014.470427,2799,7139.896175,126,7
3687.938743,3594,7161.664503,230,1
2676.714874,2639,7173.9501,174,3
1953.501265,2116,7182.646714,139,3
3117.104862,4073,7209.583441,190,4
3336.372535,3282,7228.353877,191,0
2069.282996,2979,7244.363174,163,5
4793.877107,4421,7275.410111,510,17
2162.866185,2148,7284.28072,152,1
2855.389815,2816,7297.998976,176,1
1884.49644,3025,7314.393567,141,2
3239.760038,4483,7346.412735,194,6
1748.965773,2673,7358.915844,129,0
1994.542292,2099,7367.490995,121,3
4891.830462,4519,7399.751423,510,6
3115.110094,3063,7416.504278,190,0
2167.116886,2299,7426.362441,152,1
3429.590054,3621,7448.409906,167,18
1929.073568,3038,7463.948157,126,3
2224.385206,2304,7473.834218,150,0
6966.784666,6438,7535.989991,666,21
6737.693806,6258,7595.152457,671,13
5134.129756,4750,7631.515304,522,13
5061.783397,4720,7666.471413,509,11
6061.075381,5610,7715.059209,588,16
3509.634209,3279,7732.746671,368,7
4025.51919,3744,7756.060012,419,4
5078.626295,4738,7792.040007,478,9
5672.660835,5245,7834.072716,565,9
3161.829461,3117,7851.27051,296,6
5973.58084,5525,7897.49434,586,7
5075.717762,4698,7933.076011,515,7
4762.644096,4419,7964.126571,481,8
5268.893056,4878,8001.096967,528,3
3698.868847,3575,8022.68448,375,7
3368.597562,3322,8041.738044,359,7
3057.862359,3015,8057.054432,316,5
5317.496963,4989,8095.546992,548,7
7128.187143,6576,8161.109874,690,16
1624.718757,1770,8167.795999,121,0
5672.090159,5234,8209.726628,575,14
4082.380865,3992,8235.771117,228,5
4984.17378,4684,8270.312554,508,7
6109.396454,5897,8323.359037,608,21
4477.902849,4272,8352.604505,457,11
4887.846723,4523,8385.987845,502,5
4213.867377,3906,8410.0582,445,8
7614.680476,7024,8484.055961,728,13
1935.221371,2891,8498.342865,130,2
1276.383594,2355,8508.620968,85,16
4727.287904,4371,8540.074826,494,6
1735.100089,2933,8554.741399,119,10
4140.284077,4047,8581.415922,229,5
3107.425257,3219,8599.6147,179,0
1895.990184,2875,8613.734922,124,2
2216.059474,3152,8630.222091,150,3
2721.993074,4037,8656.723315,156,9
2088.752254,3170,8674.455612,142,1
5572.434256,5147,8716.154573,563,8
2963.817818,2789,8729.599381,312,5
4184.068514,3902,8754.524773,419,6
6219.247389,5811,8806.1283,621,16
6377.306118,5984,8860.716295,618,18
5263.217723,4871,8897.523175,530,11
3464.349247,3327,8916.649986,363,5
6020.351812,5556,8963.243406,602,9
3436.766776,3211,8981.332484,363,3
6926.190391,6392,9042.690705,672,18
3935.455906,4802,9078.565076,407,6
5151.65623,4776,9115.077162,513,13
5335.61873,5180,9156.558938,543,14
5481.091454,5066,9197.135046,553,7
5403.076991,5803,9247.726656,535,15
4843.380032,4580,9281.728549,474,7
4895.690489,4533,9314.161638,500,9
6578.674588,6065,9369.935038,651,22
6553.236692,6058,9425.705845,633,12
6918.280738,6401,9487.616709,655,14
5810.570723,5368,9532.452462,580,6
7947.620279,7329,9611.459688,756,20
5844.248286,6998,9685.108122,623,10
6070.355081,5628,9732.900872,581,13
4404.680869,4110,9760.288759,433,7
4008.106449,3748,9783.79203,399,6
3825.545925,3563,9805.270955,400,5
