#{"t_start": 1714223023.9622107, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-255.5,1201,3.804356,0,1
-186.5,1201,8.169363,0,1
-44.5,1201,11.348916,0,1
13.5,1201,15.801272,0,1
79.5,1201,18.98828,1,1
217.5,1201,23.23228,5,1
308.5,1201,27.370172,8,1
420.5,1201,30.504292,11,1
383.0,1201,34.669577,9,1
967.5,2356,45.104658,25,1
507.0,1201,49.263331,17,1
629.5,1201,52.431364,21,1
647.5,1201,56.595591,22,1
730.5,1201,59.728954,25,1
704.5,1201,63.842467,26,1
781.0,1201,66.981467,26,1
792.5,1201,71.155663,31,1
821.0,1201,75.315708,33,1
3621.5,5790,126.565147,130,1
14419.5,17780,574.17018,518,2
11806.0,12163,788.250725,509,2
13264.5,13430,1047.422031,602,5
19627.0,19794,1596.782525,814,8
15731.5,15864,1953.868263,698,10
20538.5,20653,2550.63997,951,8
10248.5,10357,2706.490178,491,4
12254.0,12361,2925.556852,649,3
20132.5,20238,3500.564554,985,7
11221.0,11325,3687.062793,536,4
14010.0,14114,3971.179783,784,2
10033.0,10134,4120.927033,541,3
10341.0,10442,4285.034418,627,3
13032.0,13133,4531.634109,786,7
10679.0,10780,4700.904301,601,4
9274.0,9375,4830.101716,578,3
11346.0,11447,5018.505994,674,6
10206.0,10307,5172.954109,642,3
12479.0,12580,5400.898527,726,9
15717.0,15818,5754.834909,890,6
16251.0,16353,6133.222548,918,8
16332.0,16333,6510.435639,1000,8
9007.0,9108,6632.777727,595,5
14369.0,14470,6930.856503,895,13
7439.0,7540,7015.117845,510,1
11585.0,11686,7213.098103,712,3
12774.0,12875,7450.426178,783,7
15317.0,15318,7784.246115,1000,4
7979.0,8080,7881.310634,506,1
15724.0,15725,8232.091132,1000,8
13867.0,13968,8509.297474,870,9
9309.0,9410,8639.365702,645,7
7960.0,8061,8735.741161,581,4
14474.0,14475,9033.990476,1000,11
6400.0,6501,9098.10447,485,4
10548.0,10649,9262.384822,685,6
11193.0,11294,9447.493861,772,6
10369.0,10470,9606.869536,703,5
11786.5,11889,9811.285964,745,4
10417.0,10518,9972.12678,708,8
13684.5,13787,10244.060137,859,9
15814.5,15817,10598.034162,1000,14
11349.0,11450,10788.133746,692,5
15757.5,15860,11145.263228,901,10
15295.5,15402,11481.924416,818,11
13867.5,13970,11760.635185,714,7
15311.5,15414,12099.247069,823,10
17364.0,17465,12530.344453,968,12
12572.0,12673,12761.324169,772,9
13192.0,13293,13014.901733,748,10
11622.0,11723,13213.853192,634,4
18911.5,19014,13723.480641,983,8
9563.0,9667,13860.796022,525,4
14056.5,14162,14146.212256,763,11
15359.0,15460,14487.37475,914,6
9133.0,9234,14612.4493,505,3
17330.0,17331,15038.144291,1000,5
17423.5,17426,15467.161797,1000,5
10195.0,10299,15621.612862,563,5
10196.0,10297,15777.294986,610,5
16788.5,16891,16181.664922,921,11
14808.0,14909,16498.454409,769,11
14615.5,14718,16807.835698,818,4
10211.0,10312,16962.973331,532,6
18558.0,18559,17449.960074,1000,5
13313.0,13414,17708.417214,674,2
10117.0,10218,17860.471264,506,4
11989.0,12090,18071.305471,659,1
15382.5,15491,18412.231069,739,4
8513.0,8614,18523.059691,409,3
9866.5,9969,18667.509674,492,11
11105.5,11208,18850.505098,552,9
18018.0,18125,19315.070031,903,8
