#{"t_start": 1718591107.035072, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1794.22199,1201,3.176998,0,1
-1819.33594,1201,7.353997,0,1
-1665.935194,1201,10.490998,0,1
-1680.02248,1201,14.607998,0,1
-1923.777019,1201,17.743,0,1
-1801.070257,1201,21.867998,0,1
-1678.883701,1201,26.037998,0,1
-1369.572076,1201,29.172997,0,1
-1547.066286,1201,33.275998,0,1
-1031.196985,1201,36.482,2,1
-1025.241864,1201,40.603998,2,1
-779.900604,1201,44.723998,3,1
-146.825826,1201,47.876998,9,1
-28.900659,1201,52.008998,10,1
69.837888,1201,55.152998,12,1
249.121446,2287,65.159998,24,1
163.093321,1201,69.339997,14,1
75.238383,1201,73.415998,15,1
345.202694,1201,76.590999,20,1
381.568216,1201,80.716998,21,1
431.678156,1201,83.879999,25,1
436.235188,1201,88.053,23,1
455.064847,1201,92.204999,23,1
447.742732,1201,95.374001,23,1
408.432236,1201,99.489999,22,1
446.58281,1201,102.642999,24,1
424.727712,1201,106.772997,23,1
423.62784,1201,109.908,23,1
420.380354,1201,114.014998,23,1
452.006135,1201,118.145998,24,1
465.444311,1201,121.316998,27,1
428.65611,1201,125.504997,27,1
316.027785,1201,128.646998,25,1
386.046862,1201,132.785998,27,1
477.564456,1201,136.894001,29,1
434.278841,1201,140.049998,30,1
458.558013,1201,144.204002,32,1
469.084345,1201,147.351,30,1
476.971745,1201,151.494,31,1
455.589408,1201,154.640998,29,1
437.449683,1201,158.809999,29,1
442.763106,1201,162.938998,27,1
489.415338,1201,166.107002,33,1
1087.809144,3249,184.858998,66,1
946.362938,2414,195.725997,52,1
11738.320063,26849,1214.978813,658,5
7050.629276,17498,1651.740428,600,7
9603.764024,22056,2339.746956,758,6
6416.216715,12269,2558.370975,478,1
4653.645113,12608,2789.216975,478,2
11366.21245,23198,3550.251919,947,15
7139.129707,13631,3818.29492,647,5
8675.647321,18674,4314.449077,850,5
6768.688268,15094,4641.577138,766,4
7517.123498,17342,5071.417902,909,14
4656.284409,10830,5242.953429,589,1
7731.568146,14568,5548.324983,802,10
5703.881755,14099,5834.911028,736,8
8784.053831,15867,6195.598104,911,2
5372.015136,13784,6468.712106,704,9
9931.111186,17957,6928.972177,1000,6
5920.204742,11645,7126.90177,678,9
9237.683985,16801,7530.838806,1000,10
8177.019264,15988,7898.08709,918,21
6238.178162,14382,8195.488608,849,9
9076.34501,16019,8563.372169,1000,14
8482.799283,15353,8901.943191,1000,14
8277.36869,14557,9206.863703,1000,12
3988.990866,11032,9385.712712,694,11
6848.686961,14673,9694.259926,972,23
5080.611173,8726,9807.148924,648,11
5942.518006,10499,9968.502924,788,8
4989.581749,11926,10175.290156,814,23
2680.758969,4733,10210.976169,384,2
5591.382569,9794,10352.526171,751,19
4462.956905,10517,10514.404644,766,12
4337.260609,10246,10668.360646,766,12
4565.775257,7882,10761.778644,645,10
2863.745569,5022,10801.435658,445,4
4956.120731,8465,10909.207666,691,12
4414.134215,7461,10992.848666,631,13
3280.568761,5722,11044.056676,500,4
4999.549967,8410,11149.594889,717,15
2744.432428,4719,11185.103891,416,5
3216.781331,5631,11234.898905,499,11
7108.270117,12107,11447.434901,1000,19
3648.915037,6177,11506.3199,545,5
3179.206089,5299,11551.003416,474,8
4684.415153,7953,11645.832452,709,16
6564.947806,10876,11818.239034,932,23
2965.977046,5066,11858.685035,464,6
3887.609885,6544,11925.354574,581,11
3644.310742,6136,11983.599092,563,10
4578.524281,7701,12072.255091,681,15
2735.35385,4602,12107.189605,407,9
4004.114735,6804,12177.778123,609,11
4467.930153,7682,12267.095125,657,15
3376.963472,5933,12321.741863,507,8
6417.853038,10867,12493.970388,922,27
4281.08077,7300,12573.920387,654,10
2628.765637,4567,12608.423388,423,4
2617.728792,5483,12654.981387,441,8
3142.884066,5247,12698.916388,515,10
3630.455768,6162,12757.397386,607,7
2275.729945,5674,12808.019387,470,10
4928.596677,8098,12906.361408,748,21
2812.676503,4867,12944.182409,478,4
3286.935816,5577,12993.075407,540,8
3020.050199,5186,13035.11098,504,7
