#{"t_start": 1713312373.4535916, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
342.0,1201,1.647739,0,1
411.5,1201,4.013085,0,1
482.0,1201,5.23526,0,1
601.5,1201,7.559828,0,1
688.0,1201,8.753781,0,1
882.5,1201,11.01985,7,1
845.0,1201,13.24543,5,1
950.5,1201,14.445953,11,1
1017.0,1201,16.667984,12,1
966.5,1201,17.848994,10,1
1836.5,2238,20.725166,18,1
1098.0,1201,22.949367,16,1
1160.5,1201,25.188367,18,1
1204.0,1201,26.37939,20,1
1234.5,1201,28.64055,24,1
1282.0,1201,29.829546,24,1
1351.0,1201,32.03628,28,1
1348.5,1201,34.308817,27,1
1370.0,1201,35.517339,31,1
1366.0,1201,37.717424,30,1
5775.0,4996,43.289248,113,1
26274.0,19259,66.332811,573,3
19884.0,13428,81.489362,578,2
17349.0,11653,95.27205,544,2
24514.0,16385,113.866827,783,8
25150.5,16832,133.357592,780,3
21678.0,14484,149.869174,688,5
28839.0,19270,173.061504,893,4
27306.0,18237,192.804591,837,7
14118.0,9478,204.216439,414,3
25988.0,17369,224.767385,795,5
15135.5,10122,235.512929,517,2
33336.0,20941,260.042325,960,23
20872.5,13976,276.274847,694,3
25102.0,16739,295.003536,783,9
21564.0,14367,311.235909,704,8
17734.5,11890,325.18282,554,2
26488.0,17644,344.363745,846,10
16173.5,10836,356.444873,542,3
24327.0,16227,374.829231,728,8
28639.5,19085,396.859406,835,9
26141.0,17481,416.034286,801,5
22541.5,14999,433.639174,700,8
19323.5,12885,447.963462,591,5
20271.5,13524,462.73057,599,7
21021.5,14052,478.806246,619,6
30993.0,20688,502.019327,867,13
25750.0,17229,521.974784,703,3
14110.5,9469,532.280466,433,2
27658.5,18231,552.947528,725,19
34207.5,22676,578.468063,1000,11
21428.5,14299,594.731564,606,6
30829.0,20569,617.800534,831,10
25353.0,16949,637.759774,642,6
35234.5,22633,663.147598,864,20
25542.0,17077,682.066116,643,4
38755.0,25854,711.386737,978,10
25820.5,17269,730.418304,680,4
20397.5,13639,746.331554,560,1
24840.5,16613,765.029928,661,5
16894.5,11263,777.389396,507,2
19570.5,13096,792.881991,542,5
19249.0,12747,807.119535,564,8
34871.5,23259,833.182967,919,14
22700.0,15149,850.926282,581,9
28473.5,19012,872.050804,733,7
20655.5,13815,888.060773,567,6
24091.5,16122,906.485968,632,5
23455.0,15678,923.547533,589,7
33958.5,22676,948.915489,852,7
25110.0,16665,968.617388,633,14
18527.0,12412,982.759253,503,4
23627.0,15811,999.814904,586,3
13496.0,9062,1010.884466,311,2
12666.0,8507,1020.600054,292,2
24514.0,16402,1039.180218,584,3
20093.5,13449,1053.949311,512,5
34254.0,22717,1080.450818,759,20
39580.0,26369,1109.238756,1000,5
22621.5,15135,1127.065356,561,6
24772.0,16573,1145.897902,629,4
