#{"t_start": 1714409067.80417, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-266.0,1201,3.138534,0,1
-147.0,1201,7.224228,0,1
-79.5,1201,10.327238,0,1
19.0,1201,14.417846,0,1
57.0,1201,17.505867,1,1
170.5,1201,21.596807,3,1
178.0,1201,25.698853,3,1
272.0,1201,28.795893,7,1
416.0,1201,32.883901,12,1
416.5,1201,35.97091,10,2
877.0,2332,47.07254,23,1
629.5,1201,50.194538,20,1
647.5,1201,54.261555,21,1
666.0,1201,57.440247,23,1
731.5,1201,61.521806,26,1
763.0,1201,64.599806,26,1
769.0,1201,68.708818,27,1
782.0,1201,72.787973,27,1
825.0,1201,75.915499,30,1
822.5,1201,80.021498,32,1
17113.0,20991,691.829771,591,4
14490.5,14828,1001.73393,613,6
10647.5,10795,1170.650086,463,1
13821.0,13952,1445.577215,650,7
16457.0,16570,1830.825157,878,3
10750.0,10866,2001.355085,549,2
15711.0,15838,2353.116696,783,4
10105.5,10226,2504.186774,514,2
17562.5,17719,2944.266179,859,8
17481.0,17603,3378.58594,889,18
16594.0,16710,3770.845711,854,9
12303.5,12418,3991.061071,724,7
17173.5,17176,4404.420158,1000,25
9595.0,9696,4541.241399,556,6
9646.0,9747,4679.976424,650,5
15315.5,15418,5014.553252,952,16
13916.0,14017,5293.538673,940,9
14841.5,14844,5604.210656,1000,16
12151.0,12252,5818.441759,819,10
6771.0,6872,5889.979483,483,1
11863.0,11964,6094.374299,756,9
15347.0,15348,6425.24055,1000,8
12776.0,12877,6660.97171,811,21
10815.0,10916,6832.722708,711,8
11171.5,11274,7014.462352,662,5
7886.0,7987,7108.881139,533,3
15992.5,16095,7473.354894,924,14
16406.5,16409,7850.721642,1000,16
11225.5,11328,8034.994301,716,10
15599.5,15702,8381.595801,965,10
7668.5,7771,8471.363251,484,1
12001.5,12107,8680.899482,688,4
9842.5,9945,8824.54078,562,3
10128.0,10229,8975.703462,643,9
8407.0,8508,9081.917092,488,7
16143.0,16244,9452.729324,987,18
15640.0,15741,9801.620592,921,15
10245.0,10346,9956.235165,680,6
8482.0,8583,10064.52478,569,4
15442.0,15443,10399.73376,1000,18
14909.0,15010,10718.133365,900,12
15905.0,15906,11073.378131,1000,10
16183.5,16186,11441.171928,1000,11
8853.0,8954,11559.031828,566,2
16168.0,16269,11931.675084,920,15
14196.0,14297,12225.590304,852,9
10458.0,10559,12394.741873,606,3
16306.0,16407,12786.272198,979,15
16355.0,16356,13167.665072,1000,17
8913.0,9014,13287.132944,591,7
15093.0,15094,13612.438324,1000,7
15010.0,15012,13943.232528,1000,19
14607.0,14608,14255.189567,1000,14
14993.0,15094,14587.470008,956,12
14741.0,14742,14900.981468,1000,11
15469.0,15470,15240.208677,1000,27
13069.0,13170,15489.668398,815,21
7709.0,7810,15579.906228,565,8
11379.0,11480,15770.674459,810,13
13943.0,14044,16050.610835,893,24
13118.0,13219,16298.126904,896,16
15226.0,15227,16625.652287,1000,21
15558.0,15560,16966.11521,1000,15
14570.0,14671,17270.641121,902,11
12955.0,13056,17513.571634,861,13
11609.0,11710,17710.493511,801,18
9557.0,9658,17845.379312,651,5
8814.0,8915,17962.731564,594,6
15027.0,15028,18281.34155,1000,15
9341.0,9442,18411.512985,628,2
7719.0,7820,18501.459319,516,4
15288.0,15289,18831.836664,1000,19
10157.0,10258,18984.626068,700,11
10873.0,10974,19157.646453,745,15
