#{"t_start": 1718524330.6743565, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-804.5,1201,3.157001,0,1
-782.5,1201,7.333999,0,1
-660.5,1201,10.464999,0,1
-629.5,1201,14.614999,0,1
-583.0,1201,17.758999,0,1
-366.5,1201,21.853999,5,1
-334.5,1201,26.011001,5,1
-211.0,1201,29.143001,10,1
-217.0,1201,33.236001,10,1
-138.0,1201,36.383,12,1
-97.0,2136,45.315001,28,1
74.5,1201,49.428999,23,1
76.0,1201,53.547,21,1
107.5,1201,56.695999,25,1
167.5,1201,60.826,28,1
196.0,1201,63.970999,30,1
237.5,1201,68.107999,31,1
232.5,1201,72.231002,30,1
8722.0,26772,1081.290244,716,6
6677.5,13641,1348.224835,529,8
6878.5,13916,1626.696858,620,3
5206.0,10475,1787.195871,515,2
8057.0,15511,2131.94197,760,11
4985.0,10123,2282.236612,455,2
7550.0,15074,2607.674137,724,6
7812.0,15699,2960.882979,688,4
6894.5,13728,3231.320385,624,4
8916.5,17766,3681.069805,776,6
11183.5,21228,4318.839495,845,15
9996.5,19982,4885.769036,795,7
9008.0,17401,5317.522052,685,12
10125.5,20161,5894.101539,800,9
13071.0,20239,6473.527401,807,22
7935.0,15825,6832.620402,621,6
9213.0,18228,7306.706625,723,8
11574.0,22511,8025.531437,842,16
8988.5,18112,8494.031874,723,4
9601.5,11451,8684.629039,464,21
7863.0,15879,9046.211528,635,4
12960.0,24627,9905.211676,942,17
7236.5,14611,10210.462532,591,4
7623.5,15217,10541.342415,642,4
11300.5,21243,11176.324894,865,14
11895.5,23504,11952.296878,1000,10
6122.5,12007,12159.963889,542,5
12347.5,24349,12991.338384,1000,11
5413.5,10874,13163.438384,439,3
6159.5,12346,13383.028042,512,4
7615.0,15209,13712.18055,633,7
8797.5,17344,14138.68688,704,7
7741.5,15506,14481.867014,602,6
6911.5,13973,14761.920131,567,2
2811.5,5779,14813.774143,207,3
8573.5,17306,15238.831404,663,2
8464.5,16779,15639.853853,659,7
9479.5,19109,16158.555906,750,5
6014.5,11985,16368.207679,523,6
5889.5,11941,16574.963345,479,4
9873.5,14758,16885.921028,611,21
10874.5,21616,17543.366818,876,10
8779.0,17639,17984.568917,694,6
13856.5,15215,18313.421929,612,23
6868.5,13890,18590.247476,534,4
7257.0,14658,18897.193299,588,2
11303.0,22543,19612.084441,863,10
10689.5,21517,20265.208027,850,2
8486.0,10345,20421.00034,390,17
10690.5,21474,21071.46536,843,5
3214.5,6621,21139.009411,243,1
12686.5,24224,21963.317601,995,17
10676.5,21017,22586.550842,823,14
26032.5,11564,22779.409704,477,2
9545.0,19048,23293.5017,810,6
9001.5,17789,23741.248691,769,6
6313.0,12707,23973.379745,567,4
10685.5,21084,24601.822929,876,11
6204.0,12414,24824.039001,528,5
