#{"t_start": 1718606298.7936988, "env_id": "hill_racing_env/HillRacing-v0"}
r,l,t,score,total_airtime
-1717.767658,1201,3.183996,0,1
-1701.743551,1201,7.319996,0,1
-1719.348488,1201,10.498996,0,1
-1731.31968,1201,14.619996,0,1
-1714.737299,1201,17.830998,0,1
-1693.081566,1201,22.028996,0,1
-1712.865038,1201,26.179996,0,1
-1680.822372,1201,29.356997,0,1
-1712.736914,1201,33.510998,0,1
-1707.841143,1201,36.688996,0,1
-1684.647599,1201,40.868997,0,1
-1687.575137,1201,45.051997,0,1
-1855.82152,1201,48.219996,0,1
-1873.032022,1201,52.396998,0,1
-1697.508546,1201,55.561998,0,1
-1542.815078,1201,59.709998,0,1
-1719.627443,1201,62.881998,0,1
-1358.567229,1201,67.046998,0,1
-1741.786004,1201,71.204997,0,1
-1109.673972,1201,74.355,0,1
-555.135652,1201,78.490999,4,1
-564.376698,1201,81.641996,4,1
-324.928594,1201,85.820998,7,1
-311.650984,1201,89.985996,7,1
-128.355244,1201,93.135999,9,1
-428.309827,2339,103.432008,19,1
-282.024163,1201,107.51065,10,1
-368.354788,1201,110.671652,10,2
-217.456226,1201,114.78265,11,1
117.139084,1201,118.91765,16,1
105.484427,1201,122.084652,14,1
67.597226,1201,126.223649,14,1
54.592879,1201,129.396652,15,1
242.016184,1201,133.531653,18,1
78.521852,1201,137.682653,17,2
221.361474,1201,140.833651,16,1
131.334341,1201,144.95865,15,1
232.086882,1201,148.076651,18,1
261.922791,1201,152.258652,19,2
281.066527,1201,156.44565,19,1
403.541122,1201,159.58165,23,1
420.903574,1201,163.759653,24,1
317.786864,1201,166.908651,22,1
380.22557,1201,171.05765,23,1
467.067148,1201,174.210654,26,1
379.37903,1201,178.331651,24,1
454.597634,1201,182.50765,26,1
477.479707,1201,185.672653,31,1
471.020698,1201,189.86365,29,1
446.32981,1201,193.01565,29,1
423.56649,1201,197.13965,26,1
449.532549,1201,201.26665,27,1
486.920429,1201,204.420652,30,1
487.107646,1201,208.537653,33,1
478.661402,1201,211.691653,29,1
495.319031,1201,215.809654,32,1
483.275124,1201,218.98965,28,1
465.132636,1201,223.14865,30,1
476.050891,1201,227.247652,30,1
2335.059681,5694,277.14528,113,1
11737.885576,25665,1206.693168,655,3
9425.458739,18167,1677.679211,766,8
6880.067131,15095,2004.943311,651,2
4632.19778,11991,2214.578314,588,5
8185.216638,17408,2648.085396,905,10
9056.705277,16474,3036.03842,1000,5
8799.27238,15488,3379.28486,1000,12
8167.724747,13978,3661.103902,1000,19
2999.903256,5356,3706.652954,439,3
7600.74749,12999,3951.586221,1000,20
6539.613834,11178,4133.382221,857,20
5569.395259,9331,4262.530734,752,14
7090.136076,12139,4477.034292,981,21
5429.901537,9038,4597.878292,745,22
5772.051154,9335,4727.115292,769,23
6304.623243,10480,4888.105531,929,21
3834.879314,8391,4993.548082,694,18
3024.199318,5020,5034.153082,491,11
